OID_,long,lat,hl_link,domain,END_X,END_Y,START_X,START_Y,start_DomLoc,end_DomLoc,FlowDir,multInt,flag,poi_id,flowpath_id,order_,TopWdth,TopWdthCC,nex_id
60,-65.537988243962275,18.118073486202491,PRVI60,PRVI,-65.538238304800004,18.121945126600000,-65.534937703500006,18.108636122699998,o,i,1,0,,325,wb-150,1.000000000000000,3.115555555555560,9.346666666666669,tnx-1000000588
61,-65.490368296259817,18.098754393000888,PRVI61,PRVI,-65.491228356500002,18.095737919600001,-65.503751960499997,18.105176122200000,o,i,1,0,,326,wb-149,1.000000000000000,3.530250479413160,10.590751438239501,tnx-1000000599
62,-67.201714085836329,17.980912039858822,PRVI62,PRVI,-67.192256478999994,17.994626462900001,-67.201767481700003,17.980412458600000,i,o,1,0,,556,wb-44,1.000000000000000,3.700040966105030,11.100122898315099,tnx-1000000053
63,-66.976522783399673,17.975314593793541,PRVI63,PRVI,-66.979468813099999,17.973232726599999,-66.977437212699996,17.983558463000001,o,i,1,0,,618,wb-14,1.000000000000000,3.223596205458010,9.670788616374031,tnx-1000000147
64,-65.991498404927427,17.979678621471237,PRVI64,PRVI,-65.993369176000002,17.977910210200001,-65.988571841300001,17.987698346500000,o,i,1,0,,654,wb-6,1.000000000000000,3.115555555555560,9.346666666666669,tnx-1000000510
65,-66.827405954820904,17.956754543687282,PRVI65,PRVI,-66.826269965600005,17.955112656899999,-66.833188701200001,17.962463525699999,o,i,1,0,,192,wb-203,1.000000000000000,3.115555555555560,9.346666666666669,tnx-1000000208
66,-67.113756046004653,17.960448174443741,PRVI66,PRVI,-67.114406054400007,17.957632519899999,-67.112268987199997,17.964430055200001,o,i,1,0,,7,wb-283,1.000000000000000,3.115555555555560,9.346666666666669,tnx-1000000095
67,-66.812939526038235,17.994866024147768,PRVI67,PRVI,-66.808355094099994,17.996506269400001,-66.828016366900002,17.995869335599998,o,i,1,0,,87,wb-247,1.000000000000000,3.796965406402970,11.390896219208900,tnx-1000000209
68,-66.753777120717530,18.003424581579225,PRVI68,PRVI,-66.755413277900004,18.001256738300000,-66.751051676700001,18.008583073800001,o,i,1,0,,145,wb-224,1.000000000000000,3.115555555555560,9.346666666666669,tnx-1000000228
69,-67.083084891554449,17.974571457906507,PRVI69,PRVI,-67.083204778300001,17.969344857100001,-67.087776446700005,17.988688862800000,o,i,1,0,,263,wb-172,1.000000000000000,4.627893295988740,13.883679887966199,tnx-1000000107
70,-66.924584748087625,17.947184068190268,PRVI70,PRVI,-66.923382595400000,17.945493652600000,-66.928027796899997,17.951771854400000,o,i,1,0,,483,wb-75,1.000000000000000,3.115555555555560,9.346666666666669,tnx-1000000179
71,-66.326710786173805,17.982900240353842,PRVI71,PRVI,-66.326052211900006,17.981513672599998,-66.329335612999998,17.985894473799998,o,i,1,0,,614,wb-17,1.000000000000000,3.896736208143890,11.690208624431699,tnx-1000000385
72,-66.152833913854010,17.957981994173736,PRVI72,PRVI,-66.162559161000004,17.948674532199998,-66.152555358100003,17.959863735599999,o,i,1,0,,38,wb-268,1.000000000000000,4.476021473143370,13.428064419430100,tnx-1000000462
73,-66.935896877638754,17.958129730302858,PRVI73,PRVI,-66.933713732100003,17.958866856400000,-66.942468934800004,17.958091656000001,o,i,1,0,,88,wb-246,1.000000000000000,3.363193437491390,10.089580312474199,tnx-1000000169
74,-65.806883817134405,18.088445207180598,PRVI74,PRVI,-65.803823386100007,18.089416179299999,-65.813362589099995,18.090158579400001,o,i,1,0,,73,wb-254,1.000000000000000,3.115555555555560,9.346666666666669,tnx-1000000546
75,-65.845192897534162,18.036374967031179,PRVI75,PRVI,-65.834061594600001,18.040203764400001,-65.855573800900004,18.020862491700001,o,i,1,0,,159,wb-218,1.000000000000000,4.868948693312310,14.606846079936901,tnx-1000000539
76,-66.100876186087078,17.960807695518781,PRVI76,PRVI,-66.097743207799994,17.957922202599999,-66.102842742799993,17.962511670500000,o,i,1,0,,207,wb-198,1.000000000000000,3.714100712263260,11.142302136789800,tnx-1000000485
77,-65.262433241400913,18.309921337399828,PRVI77,PRVI,-65.259720888900006,18.307672185700000,-65.268115491499998,18.312572986999999,o,i,1,0,,318,wb-154,1.000000000000000,3.336962463921110,10.010887391763299,tnx-1000000630
78,-66.878911419826125,17.955245665655013,PRVI78,PRVI,-66.879113715200006,17.953886055800002,-66.882040716199995,17.960875857800001,o,i,1,0,,356,wb-131,1.000000000000000,3.115555555555560,9.346666666666669,tnx-1000000193
79,-66.069817181917358,17.974339839312165,PRVI79,PRVI,-66.070036199399993,17.966467205600001,-66.072613867200005,17.982816943700001,o,i,1,0,,396,wb-112,1.000000000000000,4.070126103035970,12.210378309107901,tnx-1000000489
80,-65.869144752028660,18.009756412228683,PRVI80,PRVI,-65.868958204799995,18.006938754000000,-65.873495606299997,18.014582756199999,o,i,1,1,,414,wb-108,1.000000000000000,3.400713169287690,10.202139507863100,tnx-1000000534
81,-65.804806134995090,18.079899603583897,PRVI81,PRVI,-65.801190051800006,18.077959109399998,-65.811994855199998,18.081838710300001,o,i,1,0,,550,wb-47,1.000000000000000,3.115555555555560,9.346666666666669,tnx-1000000550
82,-66.768176551806391,18.474983414752842,PRVI82,PRVI,-66.765808356099996,18.482405412500000,-66.785158095000000,18.463240206599998,o,i,1,0,,598,wb-27,1.000000000000000,9.267689458142099,27.803068374426299,tnx-1000000173
83,-66.760503077455041,18.011247835319409,PRVI83,PRVI,-66.760857879800000,18.011302341200000,-66.754863744600001,18.009813940800001,o,i,1,0,,607,wb-18,1.000000000000000,3.115555555555560,9.346666666666669,tnx-1000000226
84,-64.874021064320630,17.769256406557986,PRVI84,PRVI,-64.874287293500004,17.769660433700000,-64.867693691400007,17.765161432500001,o,i,1,0,,703,wb-5876,1.000000000000000,3.115555555555560,9.346666666666669,tnx-1000000659
85,-64.844166475402460,17.761543975374195,PRVI85,PRVI,-64.844235750699994,17.762705498799999,-64.839430949100006,17.755363630000002,o,i,1,0,,704,wb-5875,1.000000000000000,3.115555555555560,9.346666666666669,tnx-1000000662
86,-64.694441684436129,17.742783086870020,PRVI86,PRVI,-64.697797705200003,17.747403496699999,-64.691853036400005,17.728950491300001,o,i,1,0,,708,wb-5873,1.000000000000000,4.008082518914400,12.024247556743200,tnx-1000000690
87,-64.684884095324719,17.712799106193870,PRVI87,PRVI,-64.683668233500001,17.710981419500001,-64.683262833599997,17.721424622600001,o,i,1,0,,737,wb-5863,1.000000000000000,3.115555555555560,9.346666666666669,tnx-1000000697
88,-64.944224094766128,18.340946361585395,PRVI88,PRVI,-64.940174324099999,18.337290066300000,-64.945209392500004,18.342990201300001,o,i,1,0,,739,wb-5862,1.000000000000000,3.282985793991730,9.848957381975200,tnx-1000000631
89,-64.618019314139985,17.736277036855824,PRVI89,PRVI,-64.617634480199996,17.734583694299999,-64.615393013000002,17.740681429399999,o,i,1,0,,749,wb-5855,1.000000000000000,3.115555555555560,9.346666666666669,tnx-1000000708
90,-64.611313707261729,17.752533341340666,PRVI90,PRVI,-64.608167477699993,17.755972834100000,-64.613594012500002,17.748844698500001,o,i,1,0,,764,wb-5851,1.000000000000000,3.115555555555560,9.346666666666669,tnx-1000000709
91,-64.791491108427863,18.332119753124175,PRVI91,PRVI,-64.793270678699997,18.332602867399999,-64.783126542299996,18.332888467699998,o,i,1,0,,718,wb-5869,1.000000000000000,3.115555555555560,9.346666666666669,tnx-1000000643
92,-64.622870680837195,17.731888987386924,PRVI92,PRVI,-64.622514281700006,17.731300426499999,-64.626090216199998,17.738444295200001,o,i,1,0,,729,wb-5865,1.000000000000000,3.115555555555560,9.346666666666669,tnx-1000000707
93,-64.872421780140996,18.323450078158658,PRVI93,PRVI,-64.871100702500001,18.318977462100001,-64.870297902499999,18.331033265700000,o,i,1,0,,726,wb-5866,1.000000000000000,3.511738434038200,10.535215302114599,tnx-1000000641
94,-64.935484867132857,18.343659010954639,PRVI94,PRVI,-64.933830788899996,18.339614200500002,-64.938064323700004,18.346647202500002,o,i,1,0,,740,wb-5861,1.000000000000000,3.115555555555560,9.346666666666669,tnx-1000000632
95,-64.850116466501674,17.761968850182313,PRVI95,PRVI,-64.850162085899996,17.763327898899998,-64.849984152299996,17.753150029200000,o,i,1,0,,768,wb-5849,1.000000000000000,3.115555555555560,9.346666666666669,tnx-1000000661
96,-64.927390097275122,18.344691800486260,PRVI96,PRVI,-64.927279520200003,18.340164667400000,-64.927383320299995,18.344730402100001,o,i,1,0,,724,wb-5868,1.000000000000000,3.208712855633080,9.626138566899240,tnx-1000000634
97,-64.646174939821549,17.724946580020685,PRVI97,PRVI,-64.646579222300005,17.723546823800000,-64.639765087100002,17.738976628500001,o,i,1,0,,748,wb-5856,1.000000000000000,3.348586875337220,10.045760626011701,tnx-1000000703
98,-64.905442464697956,18.316669250185782,PRVI98,PRVI,-64.906550179999996,18.313430193199999,-64.903936579399996,18.324400263200001,o,i,1,0,,713,wb-5872,1.000000000000000,3.115555555555560,9.346666666666669,tnx-1000000637
99,-64.784271967976906,17.780592435592496,PRVI99,PRVI,-64.787730467000003,17.782162505500001,-64.777565130400006,17.778519104600001,o,i,1,0,,717,wb-5870,1.000000000000000,3.115555555555560,9.346666666666669,tnx-1000000672
100,-64.931623080240911,18.344578040744011,PRVI100,PRVI,-64.931275988099998,18.340379667400001,-64.932210521800002,18.346024802399999,o,i,1,0,,765,wb-5850,1.000000000000000,3.115555555555560,9.346666666666669,tnx-1000000633
101,-64.630978917143295,17.730020121531425,PRVI101,PRVI,-64.630911817500007,17.728600425600000,-64.633333018499997,17.738928095300000,o,i,1,0,,772,wb-5846,1.000000000000000,3.115555555555560,9.346666666666669,tnx-1000000706
102,-64.722412169386075,18.323032906943126,PRVI102,PRVI,-64.723322056900003,18.320328865000000,-64.717765522099995,18.331989668500000,o,i,1,0,,707,wb-5874,1.000000000000000,3.461188650236840,10.383565950710500,tnx-1000000650
103,-64.821674217890802,17.765021570988779,PRVI103,PRVI,-64.821949477299995,17.766343700200000,-64.816461142099996,17.760124631800000,o,i,1,0,,755,wb-5854,1.000000000000000,3.115555555555560,9.346666666666669,tnx-1000000666
104,-64.736706145971823,18.359402600249837,PRVI104,PRVI,-64.733923661000006,18.363819410900000,-64.738264928899994,18.358117675799999,o,i,1,0,,771,wb-5847,1.000000000000000,3.115555555555560,9.346666666666669,tnx-1000000647
105,-64.883180129659195,17.760893752944412,PRVI105,PRVI,-64.885949163600003,17.762901098200000,-64.876757160699995,17.755274629399999,o,i,1,0,,715,wb-5871,1.000000000000000,3.115555555555560,9.346666666666669,tnx-1000000655
106,-64.892455352332604,17.743370970094247,PRVI106,PRVI,-64.893537965600004,17.743254625599999,-64.881009495200004,17.747233093599998,o,i,1,0,,725,wb-5867,1.000000000000000,3.115555555555560,9.346666666666669,tnx-1000000654
107,-64.810174097656443,17.770458363962405,PRVI107,PRVI,-64.811279074100000,17.772229502100000,-64.806837072600004,17.766726300599998,o,i,1,0,,759,wb-5853,1.000000000000000,3.115555555555560,9.346666666666669,tnx-1000000669
108,-66.529112103340879,18.424961725003641,PRVI108,PRVI,-66.526673744999997,18.427051692799999,-66.580333830599997,18.384425586799999,o,i,1,0,,1,wb-1774,1.000000000000000,13.271219789859900,39.813659369579597,nex-1775
109,-65.766445868781773,18.389551847539792,PRVI109,PRVI,-65.766958980100000,18.390458801600001,-65.766926446699998,18.385936400300000,o,i,1,0,,115,wb-1470,1.000000000000000,3.115555555555560,9.346666666666669,nex-1471
110,-66.964927854836617,18.471750186521945,PRVI110,PRVI,-66.962754632200003,18.473663699500001,-66.994992826000001,18.446305464999998,o,i,1,0,,2,wb-2988,1.000000000000000,9.705735611419129,29.117206834257399,nex-2989
111,-67.249504778822427,18.369102061011347,PRVI111,PRVI,-67.251965964199997,18.372151686199999,-67.249623702899996,18.366521037700000,o,i,1,0,,5,wb-3072,1.000000000000000,3.115555555555560,9.346666666666669,tnx-1000000003
112,-67.168416452357349,17.978456646956715,PRVI112,PRVI,-67.169447271699994,17.978524125200000,-67.161682715300003,17.986182491099999,o,i,1,0,,11,wb-871,1.000000000000000,3.115555555555560,9.346666666666669,nex-872
113,-65.917425115976300,18.358920567230427,PRVI113,PRVI,-65.916310835000004,18.359850608999999,-65.919444229500002,18.346567468600000,o,i,1,0,,29,wb-493,2.000000000000000,9.391025042718439,28.173075128155300,nex-494
114,-67.115259892330130,18.013269987020351,PRVI114,PRVI,-67.122286191100002,18.012397869200001,-67.111253854300003,18.012543336099998,o,i,1,0,,56,wb-562,2.000000000000000,8.786802891944230,26.360408675832701,nex-563
115,-65.797952827960614,18.372065699472500,PRVI115,PRVI,-65.800416790100002,18.373937796200000,-65.794932855100001,18.371949462400000,o,i,1,0,,58,wb-2983,1.000000000000000,3.577573444960690,10.732720334882099,nex-676
116,-66.238308778027658,18.385586770812893,PRVI116,PRVI,-66.238815338999999,18.386425194899999,-66.238714125300007,18.381153657900001,o,i,1,0,,69,wb-5585,1.000000000000000,3.115555555555560,9.346666666666669,nex-599
117,-65.760719170353411,18.215428515113956,PRVI117,PRVI,-65.761695041999999,18.210035348800002,-65.759370374699998,18.219212951500001,o,i,1,0,,84,wb-1330,1.000000000000000,5.119856697429640,15.359570092288900,nex-1331
118,-67.187719515143442,18.370008351903948,PRVI118,PRVI,-67.187902542299994,18.369936138600000,-67.180469281699999,18.365761438500002,o,i,1,0,,86,wb-5529,1.000000000000000,3.115555555555560,9.346666666666669,nex-667
119,-65.916306299995711,18.000482734590605,PRVI119,PRVI,-65.915927685800000,18.000727684800001,-65.923493421399996,17.995223682999999,o,i,1,0,,97,wb-5496,1.000000000000000,3.115555555555560,9.346666666666669,nex-1296
120,-67.148164010360745,18.162619617701239,PRVI120,PRVI,-67.154782482700000,18.157308672700001,-67.135272997700000,18.166556980900001,o,i,1,0,,102,wb-690,1.000000000000000,5.957585695739350,17.872757087218101,nex-691
121,-67.127830788560004,18.253493461054461,PRVI121,PRVI,-67.138003466800001,18.259037207999999,-67.124622662500002,18.249579205400000,o,i,1,0,,107,wb-5430,1.000000000000000,3.197862227201080,9.593586681603250,nex-470
122,-66.640366225520836,18.004439355891634,PRVI122,PRVI,-66.640245309099996,18.001948273600000,-66.641896110199994,18.033656749599999,o,i,1,0,,109,wb-868,1.000000000000000,7.763761052322240,23.291283156966699,nex-631
123,-66.962863503347990,18.025507427226046,PRVI123,PRVI,-66.963233380899993,18.024695890899999,-66.957885955600005,18.043181052700000,o,i,1,0,,124,wb-835,1.000000000000000,4.545348641167760,13.636045923503300,nex-836
124,-65.814595294137462,18.069332469717779,PRVI124,PRVI,-65.817570989999993,18.068610506300001,-65.812406455100003,18.071711507300002,o,i,1,0,,127,wb-5350,1.000000000000000,3.115555555555560,9.346666666666669,nex-1465
125,-66.793793595498016,18.023564473421743,PRVI125,PRVI,-66.783454553499993,18.015010141899999,-66.798713958400000,18.028429078900000,o,i,1,1,,134,wb-450,3.000000000000000,10.842214489059600,32.526643467178900,nex-451
126,-66.408030779796604,17.992606607908670,PRVI126,PRVI,-66.425827775800002,17.967896967000001,-66.390670537600002,18.012028836799999,o,i,1,0,,142,wb-412,2.000000000000000,14.976304390784000,44.928913172351997,nex-413
127,-65.785975702816415,18.378832878434650,PRVI127,PRVI,-65.787349652900005,18.380266065000001,-65.783360651500004,18.369160661799999,o,i,1,0,,173,wb-5150,1.000000000000000,3.167608511833250,9.502825535499760,nex-540
128,-67.222886008182684,18.367533683832505,PRVI128,PRVI,-67.222930828200006,18.374621840500001,-67.222175494499993,18.366489971400000,o,i,1,0,,174,wb-1167,1.000000000000000,3.461446628766320,10.384339886298900,nex-1168
129,-67.189123861377084,18.051103429479724,PRVI129,PRVI,-67.189575012399999,18.051075079499999,-67.173031807300006,18.049229079200000,o,i,1,0,,198,wb-2085,1.000000000000000,3.324588132379220,9.973764397137661,nex-2086
130,-66.815442008341961,17.965767015035738,PRVI130,PRVI,-66.811699361300001,17.967043060700000,-66.823364764999994,17.971884461900000,o,i,1,0,,202,wb-948,1.000000000000000,3.228714708077480,9.686144124232440,nex-949
131,-65.699357043093016,18.216753421533213,PRVI131,PRVI,-65.698615222599997,18.213168217400000,-65.704928158000001,18.220754019499999,o,i,1,0,,210,wb-2537,1.000000000000000,3.115555555555560,9.346666666666669,nex-2538
132,-66.761043877572831,18.017063560335089,PRVI132,PRVI,-66.764549347599996,18.015382475599999,-66.760275146400005,18.019318276900002,o,i,1,0,,215,wb-692,1.000000000000000,5.898062952759110,17.694188858277300,nex-652
133,-67.156031631254734,18.295565341767144,PRVI133,PRVI,-67.155304072700005,18.293227151000000,-67.169609410800007,18.314051423599999,o,i,1,0,,223,wb-2771,1.000000000000000,3.736806894290140,11.210420682870399,nex-1298
134,-67.135223865089245,18.286240487308703,PRVI134,PRVI,-67.136620831299993,18.280166948500000,-67.128283397900006,18.307897022399999,o,i,1,1,,224,wb-869,1.000000000000000,4.272838928474040,12.818516785422100,nex-870
135,-66.613927184392026,18.459389763127092,PRVI135,PRVI,-66.613709308899999,18.463093009300000,-66.622917644599994,18.435682601100002,o,i,1,0,,482,wb-76,1.000000000000000,6.477684753461750,19.433054260385202,tnx-1000000227
136,-67.219533232172864,18.298608713221597,PRVI136,PRVI,-67.220555226100004,18.296835017700001,-67.216212291500000,18.300443018900001,o,i,1,0,,486,wb-2369,1.000000000000000,3.115555555555560,9.346666666666669,tnx-1000000012
137,-67.150452065510365,18.028677499666912,PRVI137,PRVI,-67.155538601499998,18.024801339000000,-67.138557798600004,18.035221586100000,o,i,1,1,,490,wb-2195,1.000000000000000,3.115555555555560,9.346666666666669,nex-2196
138,-66.249935047064753,18.411032899248937,PRVI138,PRVI,-66.250438929500007,18.411871600100000,-66.242850327100001,18.410085199699999,o,i,1,0,,236,wb-1847,1.000000000000000,4.089316763814160,12.267950291442499,nex-546
139,-65.540399933410185,18.083173439802465,PRVI139,PRVI,-65.540828771600005,18.082515781600002,-65.539726771299996,18.089032183499999,o,i,1,0,,275,wb-2473,1.000000000000000,3.115555555555560,9.346666666666669,nex-2474
140,-65.375436356102909,18.134791876743748,PRVI140,PRVI,-65.377367255300001,18.131808998800000,-65.378126655800003,18.142785602000000,o,i,1,0,,276,wb-1617,1.000000000000000,3.115555555555560,9.346666666666669,nex-1618
141,-65.302064528455162,18.315108385043970,PRVI141,PRVI,-65.301795702000007,18.313568853400000,-65.303266835900004,18.319631855099999,o,i,1,0,,277,wb-4694,1.000000000000000,3.115555555555560,9.346666666666669,nex-1737
142,-66.013439879846544,18.334103092783550,PRVI142,PRVI,-66.005310410000007,18.340587251900001,-66.015535055699999,18.331952380499999,o,i,1,0,,292,wb-305,4.000000000000000,20.764336023220999,62.293008069663003,nex-306
143,-65.523561177606211,18.095385487650162,PRVI143,PRVI,-65.522248365999999,18.092200718099999,-65.523325166500001,18.101029787300000,o,i,1,0,,297,wb-4635,1.000000000000000,3.115555555555560,9.346666666666669,nex-2635
144,-67.208486043795858,18.365240530426206,PRVI144,PRVI,-67.209966890700002,18.366491238300000,-67.207371223199999,18.361709236900001,o,i,1,0,,299,wb-581,1.000000000000000,6.843957412261400,20.531872236784199,nex-582
145,-66.580209255452758,18.011042318648151,PRVI145,PRVI,-66.573288888600004,18.008527943299999,-66.585305692399999,18.012087477500000,o,i,1,0,,300,wb-163,1.000000000000000,4.324810354068310,12.974431062204900,tnx-1000000282
146,-65.721695861874480,18.357617422606040,PRVI146,PRVI,-65.716662230899999,18.367010395600001,-65.722726165899999,18.355876658900002,o,i,1,1,,301,wb-740,1.000000000000000,7.455670713059420,22.367012139178300,nex-741
147,-65.551027022379117,18.109145721098173,PRVI147,PRVI,-65.558468177600005,18.114426324000000,-65.551504308500000,18.097607919200001,o,i,1,0,,312,wb-789,1.000000000000000,3.372966198877030,10.118898596631100,nex-790
148,-65.464152839182134,18.105900180249193,PRVI148,PRVI,-65.461603547500005,18.103614789100000,-65.467506682999996,18.121719927600001,o,i,1,0,,320,wb-1012,1.000000000000000,3.578162128225970,10.734486384677901,nex-1013
149,-65.483314074384964,18.099530982768670,PRVI149,PRVI,-65.481377486800000,18.096464853299999,-65.483803754299998,18.103040721900001,o,i,1,0,,333,wb-2633,1.000000000000000,3.117551887601720,9.352655662805160,tnx-1000000602
150,-65.726309537754901,18.207831404895444,PRVI150,PRVI,-65.724247030300006,18.202806014000000,-65.726927031200006,18.209341615800000,o,i,1,0,,339,wb-4591,1.000000000000000,3.115555555555560,9.346666666666669,nex-850
151,-65.936785388235023,18.376569419742964,PRVI151,PRVI,-65.939947822899995,18.381266148200002,-65.934521298099995,18.373737060700002,o,i,1,0,,348,wb-1229,1.000000000000000,3.383950138281540,10.151850414844599,nex-1230
152,-67.262698250523783,18.357947626681664,PRVI152,PRVI,-67.269175842099997,18.356683034500001,-67.249624036100002,18.355987967899999,o,i,1,1,,352,wb-2605,1.000000000000000,3.392868029782570,10.178604089347701,tnx-1000000001
153,-65.968261435916475,18.359306304442441,PRVI153,PRVI,-65.967655622699994,18.360144013500001,-65.970747042200003,18.351229786800001,o,i,1,1,,354,wb-1505,1.000000000000000,3.383912599789880,10.151737799369601,nex-1506
154,-66.796886486322251,18.016639940980554,PRVI154,PRVI,-66.796436757500004,18.017760342500001,-66.797285891100003,18.015649741899999,i,o,1,0,,377,wb-904,1.000000000000000,3.874808034193270,11.624424102579800,nex-905
155,-67.162067584051726,18.231332994022523,PRVI155,PRVI,-67.168235875600004,18.234115733500001,-67.161651873599993,18.230938799400001,o,i,1,0,,382,wb-1608,1.000000000000000,3.115555555555560,9.346666666666669,nex-1609
156,-65.870031052790807,18.078167772824486,PRVI156,PRVI,-65.861963070499996,18.075939107800000,-65.872327807100007,18.080636509000001,o,i,1,0,,393,wb-4349,1.000000000000000,3.115555555555560,9.346666666666669,nex-901
157,-65.637101822491047,18.361496939632104,PRVI157,PRVI,-65.636984006199995,18.362279795500001,-65.637018206199997,18.359073461200001,o,i,1,0,,425,wb-1021,1.000000000000000,3.115555555555560,9.346666666666669,nex-1022
158,-67.210547090275952,17.987331549011799,PRVI158,PRVI,-67.213652552100001,17.987388193800001,-67.210209017699995,17.987411260500000,o,i,1,0,,431,wb-2468,1.000000000000000,3.115555555555560,9.346666666666669,tnx-1000000046
159,-65.773765208997133,18.389793480085075,PRVI159,PRVI,-65.772296181800002,18.392345002100001,-65.770328047700005,18.384872999900001,o,i,1,0,,433,wb-673,1.000000000000000,3.115555555555560,9.346666666666669,nex-674
160,-65.710248472488956,18.362810575747517,PRVI160,PRVI,-65.710099162099993,18.362805861100000,-65.711751229300006,18.361305460699999,o,i,1,0,,435,wb-1631,1.000000000000000,3.115555555555560,9.346666666666669,nex-1632
161,-65.850888331930946,18.376008071915010,PRVI161,PRVI,-65.851807206100005,18.377588796500000,-65.846744204399997,18.370208194400000,o,i,1,0,,440,wb-4095,1.000000000000000,3.115555555555560,9.346666666666669,nex-1098
162,-67.146049414648701,18.379907464857695,PRVI162,PRVI,-67.140114434200001,18.384989229199999,-67.146034861900006,18.379678262900001,o,i,1,0,,444,wb-537,2.000000000000000,7.859899733294680,23.579699199884001,nex-538
163,-67.174605914930964,18.144988139191298,PRVI163,PRVI,-67.175708676400006,18.145411307400000,-67.167101673800005,18.143634507000002,o,i,1,0,,449,wb-1641,1.000000000000000,3.115555555555560,9.346666666666669,nex-1642
164,-66.973396818208528,17.971945013951256,PRVI164,PRVI,-66.982569639999994,17.969177834700002,-66.970301280100003,17.973510432000001,o,i,1,0,,471,wb-1407,1.000000000000000,4.267225459654960,12.801676378964901,nex-1408
165,-66.982986954684179,18.491529914274167,PRVI165,PRVI,-66.982246222900002,18.493518812300000,-66.987318224299997,18.484106009500000,o,i,1,0,,473,wb-1693,1.000000000000000,4.899241459319200,14.697724377957600,tnx-1000000076
166,-66.208188050038416,17.976416033972839,PRVI166,PRVI,-66.207912308600001,17.966882336800001,-66.206743175100002,17.979394873899999,o,i,1,0,,512,wb-2118,1.000000000000000,3.980993506333640,11.942980519000900,nex-2119
167,-67.146778383515539,18.142690373162225,PRVI167,PRVI,-67.150511087400005,18.142059062000001,-67.140641865600003,18.144501774300000,o,i,1,1,,519,wb-2318,1.000000000000000,3.115555555555560,9.346666666666669,nex-327
168,-67.163308347202417,18.149042286572296,PRVI168,PRVI,-67.162857072600005,18.150242775700001,-67.163486606000006,18.145997574399999,o,i,1,0,,525,wb-3741,1.000000000000000,3.115555555555560,9.346666666666669,nex-332
169,-67.127258929455991,18.128304327582725,PRVI169,PRVI,-67.132557388899997,18.130004974399998,-67.116065232699995,18.123112601799999,o,i,1,1,,542,wb-431,2.000000000000000,10.979218640463101,32.937655921389201,nex-326
170,-66.038811434699937,18.408966323736877,PRVI170,PRVI,-66.037818064099994,18.420456872700001,-66.041347731499997,18.399591599899999,o,i,1,0,,601,wb-1041,1.000000000000000,5.917873864073360,17.753621592220100,nex-1042
171,-65.652595599007668,18.241812813610522,PRVI171,PRVI,-65.652487008799994,18.241512226499999,-65.652861342300000,18.243764427100000,o,i,1,0,,602,wb-1043,1.000000000000000,3.286978604093090,9.860935812279280,nex-1044
172,-67.126359047132269,18.134248488377068,PRVI172,PRVI,-67.130915138500001,18.134803958100001,-67.125652668100003,18.134146401700001,o,i,1,0,,605,wb-779,1.000000000000000,4.755837708233100,14.267513124699301,nex-780
173,-65.765819158227544,18.377481157829209,PRVI173,PRVI,-65.764651979099995,18.375359063900000,-65.766592046499994,18.378276664700000,o,i,1,0,,608,wb-2162,1.000000000000000,3.115555555555560,9.346666666666669,nex-1484
174,-66.251383892652484,18.382893634034019,PRVI174,PRVI,-66.251074304200003,18.382980844700000,-66.255997330599996,18.377468789900000,o,i,1,0,,611,wb-1902,1.000000000000000,3.174028888313840,9.522086664941529,nex-1903
175,-67.137395368101693,17.960615592235854,PRVI175,PRVI,-67.137676261600006,17.958717919800002,-67.135847194400000,17.964922321700001,o,i,1,0,,615,wb-1101,1.000000000000000,5.346328192677400,16.038984578032199,nex-1102
176,-66.338581460366072,17.983216661419817,PRVI176,PRVI,-66.338155829100003,17.976541153199999,-66.340679475000002,17.995744804699999,o,i,1,0,,555,wb-742,1.000000000000000,7.975019590660740,23.925058771982201,tnx-1000000381
177,-67.187846149580082,18.368052054858481,PRVI177,PRVI,-67.187902542299994,18.369936138600000,-67.187698083900003,18.367593038999999,o,i,1,0,,562,wb-666,1.000000000000000,6.071313470813730,18.213940412441200,nex-667
178,-67.260494261301062,18.368132602637559,PRVI178,PRVI,-67.260788706400007,18.370118971899998,-67.262093906700002,18.362638236300000,o,i,1,0,,572,wb-2238,1.000000000000000,3.115555555555560,9.346666666666669,tnx-1000000002
179,-67.177784798029961,18.299252666477400,PRVI179,PRVI,-67.177347012900000,18.297921390599999,-67.177851079800007,18.301881019900001,o,i,1,0,,632,wb-1300,1.000000000000000,3.115555555555560,9.346666666666669,nex-1301
180,-66.135156437719388,18.375029806480427,PRVI180,PRVI,-66.137596903499997,18.379276067399999,-66.134993772399994,18.374826474399999,o,i,1,0,,646,wb-356,3.000000000000000,14.864067709854000,44.592203129562101,nex-357
181,-66.806828221744979,18.000838765396736,PRVI181,PRVI,-66.807127693799998,17.999411270300001,-66.812292362199997,18.004545938400000,o,i,1,0,,690,wb-1497,1.000000000000000,3.838779250824520,11.516337752473500,tnx-1000000210
182,-66.470142918261047,18.006442358328229,PRVI182,PRVI,-66.469622589899998,18.005047077200000,-66.467509389400007,18.012139946000001,o,i,1,0,,691,wb-531,1.000000000000000,7.405934451507000,22.217803354520999,nex-532
183,-67.125096323436537,18.283378938087594,PRVI183,PRVI,-67.125520463300006,18.282374815000001,-67.121757395600000,18.288703550200001,o,i,1,0,,583,wb-968,1.000000000000000,3.115555555555560,9.346666666666669,nex-969
